ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
MF,GO:0061135,endopeptidase regulator activity,32/3098,131/18430,0.244274809,1.453190682,2.339888309,0.016181083,0.202331484,0.184065937,fetub/serpinf1/col28a1b/ahsg2/cst3/serpina1/serpine1/kng1/c5/lrp11/si:ch211-195h23.3/ambp/cst14b.2/cst14a.2/psme2/serpina10a/c3b.1/adrm1/a2ml/cpamd8/itih3a.2/crim1/serpinh1b/tfpia/psme3/tfpi2/serpinb1l1/reck/pycard/si:ch211-186e20.7/serpinc1/si:dkeyp-73b11.8,32
MF,GO:0008483,transaminase activity,10/3098,29/18430,0.344827586,2.051379088,2.547005057,0.016219191,0.202331484,0.184065937,got2a/si:ch211-217a12.1/accs/gfpt1/aadat/gpt/got1/phykpl/gfpt2/etnppl,10
MF,GO:0019213,deacetylase activity,10/3098,29/18430,0.344827586,2.051379088,2.547005057,0.016219191,0.202331484,0.184065937,hdac1/hdac4/sirt2/smyd4/adprs/sirt5/sirt6/pigl/si:dkey-103i16.6/sirt3,10
MF,GO:0008134,transcription factor binding,21/3098,78/18430,0.269230769,1.601653672,2.393560225,0.016281639,0.202331484,0.184065937,per2/ncoa2/nr4a3/crebbpa/crebbpb/prkcbb/ep300b/smarce1/nr4a2a/zgc:162472/bcl10/crtc3/commd6/ncoa1/taf3/ctbp2a/psmd10/lmo2/runx2b/vgll4l/atf4a,21
MF,GO:0033558,protein lysine deacetylase activity,8/3098,21/18430,0.380952381,2.266285468,2.609866891,0.016302647,0.202331484,0.184065937,hdac1/hdac4/sirt2/smyd4/sirt5/sirt6/si:dkey-103i16.6/sirt3,8
BP,GO:0051056,regulation of small GTPase mediated signal transduction,30/3139,122/18773,0.245901639,1.470631244,2.336821215,0.01657915,0.169549445,0.152295494,arhgef28a/sipa1l2/rhoab/spry1/arhgef49/kank2/arhgef3/cadm4/cyth1a/eps8l1b/arhgef18b/iqsec1b/tsc2/git1/stard13b/eps8l3b/dock6/net1/dock11/arhgap45b/arhgap24/robo4/psda/git2b/spry4/cyth2/stambpa/arfgef2/rasa2/rap1gap2b,30
BP,GO:0048821,erythrocyte development,15/3139,51/18773,0.294117647,1.758990312,2.431986034,0.016992524,0.171908326,0.154414327,klf6a/gata1a/epoa/alas2/bdh2/sec23b/alas1/stat5a/tbx16/lmo2/tp53/slc48a1b/rps9/sfxn1/fech,15
BP,GO:0170034,L-amino acid biosynthetic process,15/3139,51/18773,0.294117647,1.758990312,2.431986034,0.016992524,0.171908326,0.154414327,pycr3/zgc:172121/glulb/psph/pah/bhmt/ass1/adi1/shmt1/tha1/cbsb/shmt2/ilvbl/mtr/got1,15
BP,GO:0170038,proteinogenic amino acid biosynthetic process,15/3139,51/18773,0.294117647,1.758990312,2.431986034,0.016992524,0.171908326,0.154414327,pycr3/zgc:172121/glulb/psph/pah/bhmt/ass1/adi1/shmt1/tha1/cbsb/shmt2/ilvbl/mtr/got1,15
BP,GO:0071375,cellular response to peptide hormone stimulus,20/3139,74/18773,0.27027027,1.616369476,2.380475242,0.017033941,0.171908326,0.154414327,nr4a3/ghra/slc39a14/tns2a/lpin1a/rab13/pik3r3b/irs2b/nr4a2a/tsc2/lpin2/stat5a/gsk3aa/grb10b/pik3r1/socs7/insig1/rps6kb1b/jak2b/igf2b,20
MF,GO:0016860,intramolecular oxidoreductase activity,13/3098,42/18430,0.30952381,1.841356943,2.453747483,0.017246278,0.208335034,0.189527514,echs1/ddt/ptges3a/hyi/tpi1a/gpia/mif/ech1/pdia4/ebp/dct/eci2/ptgdsb.1,13
MF,GO:0120013,lipid transfer activity,13/3098,42/18430,0.30952381,1.841356943,2.453747483,0.017246278,0.208335034,0.189527514,apoa1b/cptp/triap1/ttpa/apobb.1/pitpnab/pitpnbl/gltpd2b/cetp/prelid1a/stard3/prelid1b/gramd1ba,13
