ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
CC,GO:0005759,mitochondrial matrix,13/631,169/19331,0.076923077,2.356576862,3.253697272,0.003713483,0.155037905,0.151959623,supv3l1/ak4/pdk2a/atad3/mrps16/dap3/elac2/fpgs/abhd11/dmgdh/ppm1ka/lonp1/ptcd1,13
BP,GO:0048732,gland development,18/622,268/18773,0.067164179,2.027127226,3.135070273,0.003722336,0.135368942,0.124796203,a2ml/supv3l1/rbm15/fzd5/rargb/klf6a/utp25/sec31a/bmp2b/srebf1/tomm22/etsrp/lars1b/dhps/med24/tbx1/hdac1/tbx2b,18
MF,GO:0004867,serine-type endopeptidase inhibitor activity,9/613,93/18430,0.096774194,2.909540599,3.424286238,0.003775039,0.142788774,0.136915551,a2ml/si:dkey-105h12.2/c3b.1/serpinh1b/serpina7/serpina1/col28a1a/c3b.2/itih2,9
BP,GO:0051156,glucose 6-phosphate metabolic process,4/622,20/18773,0.2,6.036334405,4.171520351,0.003787405,0.135477349,0.124896142,gck/g6pc1a.2/hk1/h6pd,4
MF,GO:0017147,Wnt-protein binding,5/613,32/18430,0.15625,4.697695759,3.88315467,0.003830955,0.142788774,0.136915551,nid1a/fzd5/fzd8a/fzd9b/wls,5
MF,GO:0030515,snoRNA binding,4/613,20/18430,0.2,6.013050571,4.160581385,0.003839698,0.142788774,0.136915551,utp25/tsr1/wdr3/nop58,4
BP,GO:0055086,nucleobase-containing small molecule metabolic process,25/622,423/18773,0.059101655,1.783786763,3.018215608,0.003961582,0.137936561,0.127163282,rrm1/hmgcs1/ak4/pdk2a/pde4d/gapdh/acsl3b/prps1b/acss2/nadsyn1/gck/mvda/acaca/acot20/ampd2b/tdo2a/allc/hk1/aclya/nme2b.1/atp5mc1/h6pd/uap1/impdh1a/atp5pb,25
BP,GO:0016055,Wnt signaling pathway,19/622,291/18773,0.065292096,1.970624634,3.089039826,0.003982586,0.137936561,0.127163282,jun/ddit3/znf703/axin2/rab8b/nid1a/fzd5/tnfaip3/amotl2a/fzd8a/fzd9b/lpxn/tmem88b/wls/csrp1a/tle3b/hdac1/ppp2r3a/ankrd6b,19
BP,GO:0006631,fatty acid metabolic process,15/622,208/18773,0.072115385,2.176562886,3.158635574,0.004046028,0.137944263,0.127170383,lipg/faah/pdk2a/acsbg2/acsl3b/elovl8b/elovl6l/ptgs2b/hsd17b12a/aacs/acaca/acox3/cpt1b/acot20/aclya,15
BP,GO:0001945,lymph vessel development,8/622,78/18773,0.102564103,3.095556105,3.433080968,0.004241975,0.139654063,0.128746642,junbb/junba/nr2f2/sele/iqsec1b/sox18/prox1a/etsrp,8
BP,GO:0032922,circadian regulation of gene expression,5/622,33/18773,0.151515152,4.57298061,3.80279595,0.004323087,0.139654063,0.128746642,egr1/ciarta/per2/mycbp2/nfil3-5,5
BP,GO:0052547,regulation of peptidase activity,10/622,113/18773,0.088495575,2.670944427,3.297961603,0.004324916,0.139654063,0.128746642,a2ml/si:dkey-105h12.2/c3b.1/diabloa/serpinh1b/serpina7/hip1rb/serpina1/c3b.2/itih2,10
BP,GO:0001706,endoderm formation,6/622,47/18773,0.127659574,3.852979408,3.625143838,0.00436871,0.139654063,0.128746642,dusp2/dusp5/dusp1/dusp4/bmp2b/col12a1b,6
BP,GO:0061008,hepaticobiliary system development,13/622,170/18773,0.076470588,2.308010214,3.171350839,0.004416192,0.139654063,0.128746642,a2ml/supv3l1/rbm15/fzd5/rargb/klf6a/sec31a/bmp2b/srebf1/tomm22/lars1b/hdac1/tbx2b,13
BP,GO:0045861,negative regulation of proteolysis,9/622,96/18773,0.09375,2.829531752,3.326765547,0.004550363,0.141841319,0.130763067,a2ml/si:dkey-105h12.2/c3b.1/serpinh1b/serpina7/serpina1/c3b.2/edn1/itih2,9
BP,GO:0048592,eye morphogenesis,17/622,253/18773,0.067193676,2.028017488,3.047477156,0.004717737,0.144327597,0.133055158,hsp70.3/egr1/toporsa/znf703/socs1a/odc1/sox4a/dhdds/smarca4a/fzd8a/ttll11/med24/efnb1/hdac1/tbx2b/bbs2/bcl6aa,17
BP,GO:0031033,myosin filament organization,3/622,11/18773,0.272727273,8.231365098,4.440963996,0.004894703,0.144327597,0.133055158,hsp90aa1.1/ttn.2/eef2k,3
BP,GO:0060323,head morphogenesis,3/622,11/18773,0.272727273,8.231365098,4.440963996,0.004894703,0.144327597,0.133055158,specc1/crispld2/edn1,3
BP,GO:0060324,face development,3/622,11/18773,0.272727273,8.231365098,4.440963996,0.004894703,0.144327597,0.133055158,specc1/crispld2/edn1,3
