ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0016579,protein deubiquitination,7/797,86/21022,0.081395349,2.146917219,2.115660732,0.04467574,0.570799425,0.55050406,otub1a/usp37/usp24/usp31/usp10/usp43b/usp25,7
BP,GO:0061024,membrane organization,25/797,459/21022,0.054466231,1.436623722,1.877508944,0.045321159,0.570799425,0.55050406,sec24c/myof/baiap2l1a/gphna/vamp4/c2cd5/atp10a/sec16b/stx1b/dysf/micu1/sh3glb2b/cox18/sec31a/picalma/baiap2a/tafazzin/sec23a/pacsin2/sec24a/sybl1/slc25a42/bnip3lb/ywhaba/immt,25
BP,GO:0070482,response to oxygen levels,8/797,105/21022,0.076190476,2.009631356,2.058824666,0.046168663,0.570799425,0.55050406,hif1ab/atf6/rest/camk2g2/pgk1/ppiab/egln3/crtc3,8
BP,GO:0000423,mitophagy,4/797,36/21022,0.111111111,2.930712394,2.301524393,0.046263188,0.570799425,0.55050406,atg13/tafazzin/snx30/atg7,4
BP,GO:0006956,complement activation,4/797,36/21022,0.111111111,2.930712394,2.301524393,0.046263188,0.570799425,0.55050406,c8b/c7b/c9/masp2,4
BP,GO:0048920,posterior lateral line neuromast primordium migration,4/797,36/21022,0.111111111,2.930712394,2.301524393,0.046263188,0.570799425,0.55050406,ctnnd1/itchb/ext2/mib1,4
BP,GO:0072114,pronephros morphogenesis,4/797,36/21022,0.111111111,2.930712394,2.301524393,0.046263188,0.570799425,0.55050406,camk2g1/pi4kb/camk2g2/hdac5,4
BP,GO:0015931,nucleobase-containing compound transport,11/797,163/21022,0.067484663,1.780003233,1.98451801,0.046437246,0.570799425,0.55050406,nup98/pcid2/slc35b3/nup58/ncbp3/slc17a9b/ybx1/slc25a42/ndc1/slc35d2/ddx19b,11
BP,GO:0007030,Golgi organization,7/797,87/21022,0.08045977,2.122240009,2.08219056,0.047068308,0.570799425,0.55050406,vamp4/sec16b/tango2/pde4dip/golga2/plekhm2/clasp2,7
BP,GO:0014033,neural crest cell differentiation,13/797,204/21022,0.06372549,1.680849755,1.939806673,0.047582888,0.570799425,0.55050406,hif1ab/tapt1b/med14/sema6d/aldh1l1/pnn/erbb3b/pard3ab/tbx1/arl6ip1/ocrl/hspg2/fn1a,13
BP,GO:0060485,mesenchyme development,18/797,309/21022,0.058252427,1.536489993,1.885953342,0.047980469,0.570799425,0.55050406,hif1ab/tapt1b/med14/sema6d/aldh1l1/mmd/pnn/tal1/erbb3b/pard3ab/tbx1/arl6ip1/ocrl/stat3/hspg2/furina/eng/fn1a,18
BP,GO:0006888,endoplasmic reticulum to Golgi vesicle-mediated transport,8/797,106/21022,0.075471698,1.990672569,2.029809757,0.048356978,0.570799425,0.55050406,sec24c/scfd1/sec16b/sec31a/sec23a/mia2/sec24a/sec22a,8
