ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,,,,,,,,,,,,,,,,,,,,,
MF,GO:0072542,protein phosphatase activator activity,3/646,14/20660,0.214285714,6.853162318,3.935868531,0.008560602,0.254677899,0.242850752,ppp2r5d/tiprl/ptpa,3,,,,,,,,,,,,,,,,,,,,,
MF,GO:0008234,cysteine-type peptidase activity,14/646,221/20660,0.063348416,2.02597257,2.754901174,0.009963959,0.259205036,0.24716765,otub1a/senp2/usp24/usp38/usp10/ctsz/senp7b/usp45/lmo7a/usp20/usp43b/usp25/otud5b/usp33,14,,,,,,,,,,,,,,,,,,,,,
MF,GO:0000062,fatty-acyl-CoA binding,3/646,15/20660,0.2,6.39628483,3.756098821,0.010455329,0.259205036,0.24716765,eci2/acbd5a/acbd6,3,,,,,,,,,,,,,,,,,,,,,
MF,GO:0120227,acyl-CoA binding,3/646,15/20660,0.2,6.39628483,3.756098821,0.010455329,0.259205036,0.24716765,eci2/acbd5a/acbd6,3,,,,,,,,,,,,,,,,,,,,,
MF,GO:1901567,fatty acid derivative binding,3/646,15/20660,0.2,6.39628483,3.756098821,0.010455329,0.259205036,0.24716765,eci2/acbd5a/acbd6,3,,,,,,,,,,,,,,,,,,,,,
MF,GO:0004721,phosphoprotein phosphatase activity,14/646,226/20660,0.061946903,1.981150168,2.664507622,0.011957802,0.284595692,0.271379174,ptpn21/ptprt/dusp8a/tns1b/ssh2a/ctdsp2/mtmr14/ptprb/dusp4/cdc14b/dusp12/ppp2cb/tns1a/LOC100333163,14,,,,,,,,,,,,,,,,,,,,,
MF,GO:0016722,oxidoreductase activity acting on metal ions,3/646,16/20660,0.1875,5.996517028,3.591984029,0.012573462,0.287738843,0.274376358,mtrr/cp/steap4,3,,,,,,,,,,,,,,,,,,,,,
MF,GO:0005543,phospholipid binding,20/646,371/20660,0.053908356,1.724065992,2.528359021,0.01332186,0.293574317,0.279940835,exoc7/snx11/snx17/rubcn/c2cd5/cetp/washc2c/hip1/picalma/arfip1/havcr1/pacsin2/pard3ab/mtss1/tom1/snx30/si:rp71-46j2.7/nisch/ttpa/dennd1a,20,,,,,,,,,,,,,,,,,,,,,
MF,GO:0008483,transaminase activity,4/646,31/20660,0.129032258,4.126635374,3.129845899,0.015249171,0.32404489,0.308996366,agxtb/etnppl/oat/tat,4,,,,,,,,,,,,,,,,,,,,,
MF,GO:0019888,protein phosphatase regulator activity,7/646,84/20660,0.083333333,2.665118679,2.747314126,0.016086548,0.330051579,0.314724107,ppp6r3/ppp1r12a/ppp2r5d/ppp2r2d/tiprl/ptpa/LOC100333163,7,,,,,,,,,,,,,,,,,,,,,
MF,GO:0003779,actin binding,23/646,457/20660,0.050328228,1.609568393,2.36742684,0.017679124,0.336598396,0.320966891,vps16/pof1b/si:zfos-588f8.1/epb41l3a/msrb2/cnn3b/ssh2a/zgc:86896/pdlim5b/myo10l1/tln2a/hip1/daam2/lima1a/wasla/add3a/flna/cobl/mtss1/enah/diaph2/dbnlb/arpc2,23,,,,,,,,,,,,,,,,,,,,,
MF,GO:0051536,iron-sulfur cluster binding,7/646,86/20660,0.081395349,2.603139175,2.676486418,0.018102771,0.336598396,0.320966891,aox6/dph2/cdk5rap1/zgc:110319/xdh/fbxl5/slc25a39,7,,,,,,,,,,,,,,,,,,,,,
MF,GO:0051540,metal cluster binding,7/646,86/20660,0.081395349,2.603139175,2.676486418,0.018102771,0.336598396,0.320966891,aox6/dph2/cdk5rap1/zgc:110319/xdh/fbxl5/slc25a39,7,,,,,,,,,,,,,,,,,,,,,
MF,GO:0003777,microtubule motor activity,6/646,69/20660,0.086956522,2.780993404,2.662269987,0.020735499,0.358334759,0.341693826,cenpe/kif2c/kif13a/kifc3/kif2a/kif1b,6,,,,,,,,,,,,,,,,,,,,,
MF,GO:0016769,transferase activity transferring nitrogenous groups,4/646,34/20660,0.117647059,3.762520488,2.896285824,0.020889806,0.358334759,0.341693826,agxtb/etnppl/oat/tat,4,,,,,,,,,,,,,,,,,,,,,
MF,GO:1901981,phosphatidylinositol phosphate binding,8/646,109/20660,0.073394495,2.347260488,2.53368314,0.021078515,0.358334759,0.341693826,exoc7/snx11/rubcn/washc2c/hip1/picalma/ttpa/dennd1a,8,,,,,,,,,,,,,,,,,,,,,
MF,GO:0019208,phosphatase regulator activity,7/646,90/20660,0.077777778,2.4874441,2.540672703,0.022655504,0.367304001,0.35024654,ppp6r3/ppp1r12a/ppp2r5d/ppp2r2d/tiprl/ptpa/LOC100333163,7,,,,,,,,,,,,,,,,,,,,,
MF,GO:0140938,histone H3 methyltransferase activity,5/646,52/20660,0.096153846,3.075136937,2.691748433,0.022840753,0.367304001,0.35024654,ehmt1b/dot1l/ezh1/carm1/kmt2ca,5,,,,,,,,,,,,,,,,,,,,,
MF,GO:1901505,carbohydrate derivative transmembrane transporter activity,5/646,53/20660,0.094339623,3.017115486,2.641589149,0.024592889,0.385072862,0.367190221,slc35d2/slc29a3/slc25a26/slc28a1/slc37a4b,5,,,,,,,,,,,,,,,,,,,,,
MF,GO:0016758,hexosyltransferase activity,15/646,273/20660,0.054945055,1.757221107,2.262722692,0.025363132,0.38695035,0.368980519,galnt16/pomt2/large2/tmtc4/mfng/gbe1b/zgc:92907/pygmb/csgalnact1a/gys2/aars2/pomt1/colgalt1b/ext2/ugt1b7,15,,,,,,,,,,,,,,,,,,,,,
MF,GO:0030170,pyridoxal phosphate binding,5/646,55/20660,0.090909091,2.907402195,2.544727438,0.028350529,0.401402745,0.382761751,pdxdc1/pygmb/etnppl/oat/tat,5,,,,,,,,,,,,,,,,,,,,,
MF,GO:0070279,vitamin B6 binding,5/646,55/20660,0.090909091,2.907402195,2.544727438,0.028350529,0.401402745,0.382761751,pdxdc1/pygmb/etnppl/oat/tat,5,,,,,,,,,,,,,,,,,,,,,
MF,GO:0008276,protein methyltransferase activity,8/646,116/20660,0.068965517,2.205615459,2.339371843,0.029252407,0.401402745,0.382761751,setd6/pcmt/ehmt1b/dot1l/mettl22/ezh1/carm1/kmt2ca,8,,,,,,,,,,,,,,,,,,,,,
MF,GO:0042578,phosphoric ester hydrolase activity,23/646,482/20660,0.047717842,1.526084555,2.099635809,0.0303028,0.401402745,0.382761751,ptpn21/ptprt/dusp8a/synj1/gdpd4b/tns1b/impa1/ssh2a/ctdsp2/mtmr14/ptprb/dusp4/hddc3/zfand1/cdc14b/nt5c2a/inpp5l/ocrl/dusp12/nt5c2b/ppp2cb/tns1a/LOC100333163,23,,,,,,,,,,,,,,,,,,,,,
MF,GO:0015932,nucleobase-containing compound transmembrane transporter activity,5/646,56/20660,0.089285714,2.855484299,2.497925524,0.030358191,0.401402745,0.382761751,slc35d2/slc29a3/slc25a26/sidt2/slc28a1,5,,,,,,,,,,,,,,,,,,,,,
MF,GO:0019205,nucleobase-containing compound kinase activity,5/646,56/20660,0.089285714,2.855484299,2.497925524,0.030358191,0.401402745,0.382761751,rab11fip3/nt5c2a/tk2/dguok/nt5c2b,5,,,,,,,,,,,,,,,,,,,,,
MF,GO:0003713,transcription coactivator activity,9/646,140/20660,0.064285714,2.055948695,2.252278632,0.031965472,0.413466426,0.394265198,ncoa4/mycbp/crebbpa/hcfc1a/ppargc1b/carm1/ncoa6/zmiz2/kmt2ca,9,,,,,,,,,,,,,,,,,,,,,
MF,GO:0003729,mRNA binding,17/646,333/20660,0.051051051,1.632685317,2.091111488,0.033549972,0.424728367,0.405004139,ptbp1a/cpeb4b/msi2b/ddx3xb/hnrpkl/celf2/znf638/ddx6/exosc8/ilf3b/n4bp1/ythdf1/atxn2/rbpms2b/hnrnpc/srsf7a/ddx19b,17,,,,,,,,,,,,,,,,,,,,,
MF,GO:0005078,MAP-kinase scaffold activity,2/646,10/20660,0.2,6.39628483,3.066470534,0.037194454,0.433935302,0.413783508,spag9b/si:dkey-172h23.2,2,,,,,,,,,,,,,,,,,,,,,
MF,GO:0009931,calcium-dependent protein serine/threonine kinase activity,2/646,10/20660,0.2,6.39628483,3.066470534,0.037194454,0.433935302,0.413783508,mknk2b/mapkapk2a,2,,,,,,,,,,,,,,,,,,,,,
MF,GO:0019136,deoxynucleoside kinase activity,2/646,10/20660,0.2,6.39628483,3.066470534,0.037194454,0.433935302,0.413783508,tk2/dguok,2,,,,,,,,,,,,,,,,,,,,,
MF,GO:0032050,clathrin heavy chain binding,2/646,10/20660,0.2,6.39628483,3.066470534,0.037194454,0.433935302,0.413783508,picalma/clta,2,,,,,,,,,,,,,,,,,,,,,
MF,GO:0016706,2-oxoglutarate-dependent dioxygenase activity,6/646,82/20660,0.073170732,2.340104206,2.184479,0.043356895,0.496102934,0.473064098,egln3/kdm5bb/asph/plod2/phyh/riox2,6,,,,,,,,,,,,,,,,,,,,,
MF,GO:0016863,intramolecular oxidoreductase activity transposing C=C bonds,2/646,11/20660,0.181818182,5.814804391,2.869653348,0.044535178,0.499970393,0.476751954,eci2/ech1,2,,,,,,,,,,,,,,,,,,,,,
MF,GO:0000030,mannosyltransferase activity,3/646,26/20660,0.115384615,3.690164325,2.46591288,0.046409518,0.508980175,0.485343325,pomt2/tmtc4/pomt1,3,,,,,,,,,,,,,,,,,,,,,
MF,GO:0016853,isomerase activity,11/646,198/20660,0.055555556,1.776745786,1.973065123,0.047385904,0.508980175,0.485343325,pdia3/lss/eci2/fkbp5/ech1/katna1/ppib/galm/dkc1/ptpa/hyi,11,,,,,,,,,,,,,,,,,,,,,
MF,GO:0051213,dioxygenase activity,8/646,128/20660,0.0625,1.998839009,2.036520618,0.047904017,0.508980175,0.485343325,egln3/kdm5bb/asph/plod2/phyh/riox2/haao/cdo1,8,,,,,,,,,,,,,,,,,,,,,
