ONTOLOGY,ID,Description,pvalue_ASG_liver_AF,pvalue_ASG_liver_AR,pvalue_ASG_liver_FR,pvalue_DEG_liver_AF,pvalue_DEG_liver_AR,pvalue_DEG_liver_FR
BP,GO:1902253,regulation of intrinsic apoptotic signaling pathway by p53 class mediator,NA,NA,NA,NA,0.004506754,0.008075519
BP,GO:0009205,purine ribonucleoside triphosphate metabolic process,NA,NA,NA,NA,0.004956428,0.021097356
MF,GO:0031490,chromatin DNA binding,NA,NA,NA,NA,0.004974489,NA
BP,GO:0031399,regulation of protein modification process,NA,NA,NA,NA,0.005022689,NA
BP,GO:0007091,metaphase/anaphase transition of mitotic cell cycle,NA,NA,NA,NA,0.005415224,NA
BP,GO:0071824,protein-DNA complex organization,NA,NA,NA,NA,0.005755633,NA
BP,GO:0015980,energy derivation by oxidation of organic compounds,NA,NA,NA,NA,0.00588095,NA
MF,GO:0030291,protein serine/threonine kinase inhibitor activity,NA,NA,NA,NA,0.00601247,NA
MF,GO:0016298,lipase activity,NA,NA,NA,NA,0.006088735,NA
BP,GO:0007099,centriole replication,NA,NA,NA,NA,0.006155607,NA
BP,GO:0031400,negative regulation of protein modification process,NA,NA,NA,NA,0.006155607,NA
BP,GO:0009141,nucleoside triphosphate metabolic process,NA,NA,NA,NA,0.00631326,NA
BP,GO:0019400,alditol metabolic process,NA,NA,NA,NA,0.006351542,NA
BP,GO:1900076,regulation of cellular response to insulin stimulus,NA,NA,NA,NA,0.006351542,NA
MF,GO:0001671,ATPase activator activity,NA,NA,NA,NA,0.006621596,NA
BP,GO:0019220,regulation of phosphate metabolic process,NA,NA,NA,NA,0.006637741,NA
BP,GO:0051174,regulation of phosphorus metabolic process,NA,NA,NA,NA,0.006637741,NA
BP,GO:0002042,cell migration involved in sprouting angiogenesis,NA,NA,NA,NA,0.00676412,NA
BP,GO:0009060,aerobic respiration,NA,NA,NA,NA,0.007219781,NA
BP,GO:0045333,cellular respiration,NA,NA,NA,NA,0.007234634,NA
MF,GO:0003755,peptidyl-prolyl cis-trans isomerase activity,NA,NA,NA,NA,0.007909851,NA
BP,GO:1901657,glycosyl compound metabolic process,NA,NA,NA,NA,0.008066962,NA
BP,GO:0007088,regulation of mitotic nuclear division,NA,NA,NA,NA,0.008075129,NA
BP,GO:0009144,purine nucleoside triphosphate metabolic process,NA,NA,NA,NA,0.008140361,0.025830549
BP,GO:0000075,cell cycle checkpoint signaling,NA,NA,NA,NA,0.008192682,NA
BP,GO:0098534,centriole assembly,NA,NA,NA,NA,0.008334825,NA
BP,GO:1902600,proton transmembrane transport,NA,NA,NA,NA,0.009412374,NA
BP,GO:2001243,negative regulation of intrinsic apoptotic signaling pathway,NA,NA,NA,NA,0.009475123,0.023619805
MF,GO:0008514,organic anion transmembrane transporter activity,NA,NA,NA,NA,0.00961161,NA
BP,GO:0001932,regulation of protein phosphorylation,NA,NA,NA,NA,0.009721008,NA
BP,GO:0046890,regulation of lipid biosynthetic process,NA,NA,NA,NA,0.009822578,NA
BP,GO:0055013,cardiac muscle cell development,NA,NA,NA,NA,0.00994409,NA
MF,GO:0050291,sphingosine N-acyltransferase activity,NA,NA,NA,NA,0.010188934,0.049793883
BP,GO:0015721,bile acid and bile salt transport,NA,NA,NA,NA,0.010355978,NA
BP,GO:2001252,positive regulation of chromosome organization,NA,NA,NA,NA,0.010355978,NA
BP,GO:0019646,aerobic electron transport chain,NA,NA,NA,NA,0.010569201,NA
BP,GO:0006164,purine nucleotide biosynthetic process,NA,NA,NA,NA,0.010877045,NA
BP,GO:0009065,glutamine family amino acid catabolic process,NA,NA,NA,NA,0.011043585,NA
BP,GO:0010906,regulation of glucose metabolic process,NA,NA,NA,NA,0.011043585,NA
BP,GO:0032465,regulation of cytokinesis,NA,NA,NA,NA,0.011043585,0.043701406
BP,GO:0065004,protein-DNA complex assembly,NA,NA,NA,NA,0.011335965,NA
MF,GO:0019213,deacetylase activity,NA,NA,NA,NA,0.011620896,NA
MF,GO:0018455,alcohol dehydrogenase [NAD(P)+] activity,NA,NA,NA,NA,0.011930152,NA
MF,GO:0015078,proton transmembrane transporter activity,NA,NA,NA,NA,0.012020021,NA
BP,GO:0060070,canonical Wnt signaling pathway,NA,NA,NA,NA,0.012714154,0.029466454
CC,GO:0000151,ubiquitin ligase complex,NA,NA,NA,NA,0.012758719,NA
BP,GO:0008345,larval locomotory behavior,NA,NA,NA,NA,0.012901144,NA
BP,GO:0006310,DNA recombination,NA,NA,NA,NA,0.013229498,NA
BP,GO:1901988,negative regulation of cell cycle phase transition,NA,NA,NA,NA,0.013323723,NA
MF,GO:0031492,nucleosomal DNA binding,NA,NA,NA,NA,0.014037121,NA
BP,GO:0009199,ribonucleoside triphosphate metabolic process,NA,NA,NA,NA,0.014285343,0.032727493
MF,GO:0004806,triacylglycerol lipase activity,NA,NA,NA,NA,0.014402045,NA
BP,GO:0006109,regulation of carbohydrate metabolic process,NA,NA,NA,NA,0.014425922,NA
BP,GO:0022904,respiratory electron transport chain,NA,NA,NA,NA,0.015159751,NA
MF,GO:0031406,carboxylic acid binding,NA,NA,NA,NA,0.015228804,NA
MF,GO:0015174,basic amino acid transmembrane transporter activity,NA,NA,NA,NA,0.015549132,NA
BP,GO:0001933,negative regulation of protein phosphorylation,NA,NA,NA,NA,0.01579676,NA
BP,GO:0042326,negative regulation of phosphorylation,NA,NA,NA,NA,0.01579676,NA
BP,GO:0045639,positive regulation of myeloid cell differentiation,NA,NA,NA,NA,0.01579676,NA
BP,GO:0050994,regulation of lipid catabolic process,NA,NA,NA,NA,0.01579676,NA
BP,GO:0022900,electron transport chain,NA,NA,NA,NA,0.015816294,NA
MF,GO:0043177,organic acid binding,NA,NA,NA,NA,0.016137357,NA
MF,GO:0033558,protein lysine deacetylase activity,NA,NA,NA,NA,0.016796275,NA
BP,GO:0000413,protein peptidyl-prolyl isomerization,NA,NA,NA,NA,0.017133072,NA
BP,GO:0072527,pyrimidine-containing compound metabolic process,NA,NA,NA,NA,0.017172963,NA
BP,GO:0050790,regulation of catalytic activity,NA,NA,NA,NA,0.017705811,NA
CC,GO:0070069,cytochrome complex,NA,NA,NA,NA,0.01790724,NA
BP,GO:0006730,one-carbon metabolic process,NA,NA,NA,NA,0.017926439,NA
MF,GO:0004860,protein kinase inhibitor activity,NA,NA,NA,NA,0.018013748,NA
MF,GO:0019210,kinase inhibitor activity,NA,NA,NA,NA,0.018013748,NA
BP,GO:0051784,negative regulation of nuclear division,NA,NA,NA,NA,0.018321387,NA
BP,GO:0009410,response to xenobiotic stimulus,NA,NA,NA,NA,0.018370881,NA
BP,GO:0071391,cellular response to estrogen stimulus,NA,NA,NA,NA,0.01866698,NA
BP,GO:0001817,regulation of cytokine production,NA,NA,NA,NA,0.019481062,NA
BP,GO:0035051,cardiocyte differentiation,NA,NA,NA,NA,0.019481062,0.016730532
BP,GO:0071466,cellular response to xenobiotic stimulus,NA,NA,NA,NA,0.019481062,NA
MF,GO:0097602,cullin family protein binding,NA,NA,NA,NA,0.019763224,NA
BP,GO:0006958,"complement activation, classical pathway",NA,NA,NA,NA,0.020114484,NA
BP,GO:0051347,positive regulation of transferase activity,NA,NA,NA,NA,0.020114484,NA
BP,GO:0055006,cardiac cell development,NA,NA,NA,NA,0.020295021,NA
BP,GO:0090263,positive regulation of canonical Wnt signaling pathway,NA,NA,NA,NA,0.020295021,NA
BP,GO:1903046,meiotic cell cycle process,NA,NA,NA,NA,0.021243016,NA
BP,GO:0051056,regulation of small GTPase mediated signal transduction,NA,NA,NA,NA,0.021514368,NA
MF,GO:0003950,NAD+-protein poly-ADP-ribosyltransferase activity,NA,NA,NA,NA,0.021779014,NA
MF,GO:0050840,extracellular matrix binding,NA,NA,NA,NA,0.021828717,NA
BP,GO:0001816,cytokine production,NA,NA,NA,NA,0.021968936,NA
BP,GO:0018208,peptidyl-proline modification,NA,NA,NA,NA,0.022255889,NA
BP,GO:0051225,spindle assembly,NA,NA,NA,NA,0.022267484,NA
CC,GO:0045263,"proton-transporting ATP synthase complex, coupling factor F(o)",NA,NA,NA,NA,0.022483458,NA
MF,GO:0047372,monoacylglycerol lipase activity,NA,NA,NA,NA,0.022505049,NA
MF,GO:0140597,protein carrier chaperone,NA,NA,NA,NA,0.022505049,NA
MF,GO:0004364,glutathione transferase activity,NA,NA,NA,NA,0.022539462,0.01157763
MF,GO:0016620,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",NA,NA,NA,NA,0.022539462,NA
MF,GO:0034593,phosphatidylinositol bisphosphate phosphatase activity,NA,NA,NA,NA,0.022539462,NA
BP,GO:0034248,regulation of amide metabolic process,NA,NA,NA,NA,0.022853014,NA
BP,GO:0043174,nucleoside salvage,NA,NA,NA,NA,0.022853014,NA
BP,GO:1901797,negative regulation of signal transduction by p53 class mediator,NA,NA,NA,NA,0.022853014,0.008075519
BP,GO:0000724,double-strand break repair via homologous recombination,NA,NA,NA,NA,0.022970711,NA
BP,GO:0048048,embryonic eye morphogenesis,NA,NA,NA,NA,0.023886577,0.045434235
BP,GO:0051783,regulation of nuclear division,NA,NA,NA,NA,0.025330642,NA
BP,GO:0000725,recombinational repair,NA,NA,NA,NA,0.025578005,NA
BP,GO:0042325,regulation of phosphorylation,NA,NA,NA,NA,0.025799207,NA
MF,GO:0008106,alcohol dehydrogenase (NADP+) activity,NA,NA,NA,NA,0.026334038,NA
BP,GO:0006739,NADP metabolic process,NA,NA,NA,NA,0.026789666,NA
BP,GO:0010669,epithelial structure maintenance,NA,NA,NA,NA,0.026789666,NA
BP,GO:0006672,ceramide metabolic process,NA,NA,NA,NA,0.027049602,NA
CC,GO:0090734,site of DNA damage,NA,NA,NA,NA,0.02719548,NA
BP,GO:0042775,mitochondrial ATP synthesis coupled electron transport,NA,NA,NA,NA,0.027391523,NA
BP,GO:0043627,response to estrogen,NA,NA,NA,NA,0.027846006,NA
BP,GO:0032011,ARF protein signal transduction,NA,NA,NA,NA,0.028346355,NA
BP,GO:0032012,regulation of ARF protein signal transduction,NA,NA,NA,NA,0.028346355,NA
BP,GO:1901796,regulation of signal transduction by p53 class mediator,NA,NA,NA,NA,0.028346355,0.039173903
BP,GO:0009119,ribonucleoside metabolic process,NA,NA,NA,NA,0.028505032,NA
BP,GO:0046173,polyol biosynthetic process,NA,NA,NA,NA,0.029765606,NA
BP,GO:0008283,cell population proliferation,NA,NA,NA,NA,0.029784847,0.008059998
MF,GO:1990404,NAD+-protein ADP-ribosyltransferase activity,NA,NA,NA,NA,0.030964562,NA
CC,GO:0034362,low-density lipoprotein particle,NA,NA,NA,NA,0.031168123,NA
MF,GO:0005346,purine ribonucleotide transmembrane transporter activity,NA,NA,NA,NA,0.031197333,NA
BP,GO:0009409,response to cold,NA,NA,NA,NA,0.031665391,NA
BP,GO:0021511,spinal cord patterning,NA,NA,NA,NA,0.031665391,NA
BP,GO:0055117,regulation of cardiac muscle contraction,NA,NA,NA,NA,0.031665391,NA
BP,GO:0060897,neural plate regionalization,NA,NA,NA,NA,0.031665391,NA
MF,GO:0005178,integrin binding,NA,NA,NA,NA,0.032891235,NA
BP,GO:0002262,myeloid cell homeostasis,NA,NA,NA,NA,0.032914947,0.017416471
BP,GO:0043409,negative regulation of MAPK cascade,NA,NA,NA,NA,0.03345639,1.04508e-4
BP,GO:0006119,oxidative phosphorylation,NA,NA,NA,NA,0.033968143,NA
BP,GO:0048469,cell maturation,NA,NA,NA,NA,0.033968143,NA
MF,GO:0016289,acyl-CoA hydrolase activity,NA,NA,NA,NA,0.034205146,NA
MF,GO:0047617,fatty acyl-CoA hydrolase activity,NA,NA,NA,NA,0.034205146,NA
BP,GO:0045216,cell-cell junction organization,NA,NA,NA,NA,0.034394209,NA
MF,GO:0008028,monocarboxylic acid transmembrane transporter activity,NA,NA,NA,NA,0.034515191,NA
BP,GO:0021700,developmental maturation,NA,NA,NA,NA,0.034607447,NA
MF,GO:0004033,aldo-keto reductase (NADPH) activity,NA,NA,NA,NA,0.034822736,NA
BP,GO:0046364,monosaccharide biosynthetic process,NA,NA,NA,NA,0.034828406,NA
BP,GO:0046503,glycerolipid catabolic process,NA,NA,NA,NA,0.034828406,NA
CC,GO:0031462,Cul2-RING ubiquitin ligase complex,NA,NA,NA,NA,0.035443208,NA
BP,GO:0050821,protein stabilization,NA,NA,NA,NA,0.035471024,0.043701406
MF,GO:0016018,cyclosporin A binding,NA,NA,NA,NA,0.035471772,NA
BP,GO:0006213,pyrimidine nucleoside metabolic process,NA,NA,NA,NA,0.035920704,NA
BP,GO:0006582,melanin metabolic process,NA,NA,NA,NA,0.035920704,NA
BP,GO:0006729,tetrahydrobiopterin biosynthetic process,NA,NA,NA,NA,0.035920704,NA
BP,GO:0021999,neural plate anterior/posterior regionalization,NA,NA,NA,NA,0.035920704,NA
BP,GO:0030859,polarized epithelial cell differentiation,NA,NA,NA,NA,0.035920704,NA
BP,GO:0042359,vitamin D metabolic process,NA,NA,NA,NA,0.035920704,NA
BP,GO:0044550,secondary metabolite biosynthetic process,NA,NA,NA,NA,0.035920704,NA
BP,GO:0046146,tetrahydrobiopterin metabolic process,NA,NA,NA,NA,0.035920704,NA
BP,GO:0070365,hepatocyte differentiation,NA,NA,NA,NA,0.035920704,NA
BP,GO:0071539,protein localization to centrosome,NA,NA,NA,NA,0.035920704,NA
BP,GO:0090329,regulation of DNA-templated DNA replication,NA,NA,NA,NA,0.035920704,NA
BP,GO:1905508,protein localization to microtubule organizing center,NA,NA,NA,NA,0.035920704,NA
MF,GO:0005200,structural constituent of cytoskeleton,NA,NA,NA,NA,0.036126429,NA
CC,GO:0030964,NADH dehydrogenase complex,NA,NA,NA,NA,0.036404486,NA
CC,GO:0045271,respiratory chain complex I,NA,NA,NA,NA,0.036404486,NA
BP,GO:0033334,fin morphogenesis,NA,NA,NA,NA,0.036589213,NA
BP,GO:0055007,cardiac muscle cell differentiation,NA,NA,NA,NA,0.038848489,NA
BP,GO:0006862,nucleotide transport,NA,NA,NA,NA,0.039800155,NA
BP,GO:0042773,ATP synthesis coupled electron transport,NA,NA,NA,NA,0.040165152,NA
BP,GO:0006302,double-strand break repair,NA,NA,NA,NA,0.04016808,NA
BP,GO:0035023,regulation of Rho protein signal transduction,NA,NA,NA,NA,0.040245881,NA
MF,GO:0004620,phospholipase activity,NA,NA,NA,NA,0.040921606,NA
MF,GO:0170055,lipid transmembrane transporter activity,NA,NA,NA,NA,0.041215987,NA
BP,GO:0031507,heterochromatin formation,NA,NA,NA,NA,0.041731025,NA
BP,GO:0015865,purine nucleotide transport,NA,NA,NA,NA,0.042035573,NA
BP,GO:0051503,adenine nucleotide transport,NA,NA,NA,NA,0.042035573,NA
BP,GO:0051336,regulation of hydrolase activity,NA,NA,NA,NA,0.042308863,0.018466409
BP,GO:0072530,purine-containing compound transmembrane transport,NA,NA,NA,NA,0.042332224,NA
BP,GO:0046031,ADP metabolic process,NA,NA,NA,NA,0.042458832,NA
BP,GO:0046513,ceramide biosynthetic process,NA,NA,NA,NA,0.042458832,0.028400606
CC,GO:0016514,SWI/SNF complex,NA,NA,NA,NA,0.04340267,NA
MF,GO:0015252,proton channel activity,NA,NA,NA,NA,0.043446706,NA
BP,GO:1901991,negative regulation of mitotic cell cycle phase transition,NA,NA,NA,NA,0.044083724,NA
MF,GO:0051082,unfolded protein binding,NA,NA,NA,NA,0.045096948,NA
BP,GO:0044093,positive regulation of molecular function,NA,NA,NA,NA,0.045219055,NA
BP,GO:0010948,negative regulation of cell cycle process,NA,NA,NA,NA,0.045736902,NA
BP,GO:0043542,endothelial cell migration,NA,NA,NA,NA,0.046341978,NA
BP,GO:0006749,glutathione metabolic process,NA,NA,NA,NA,0.046910601,0.001077289
BP,GO:0043534,blood vessel endothelial cell migration,NA,NA,NA,NA,0.046910601,NA
MF,GO:0022804,active transmembrane transporter activity,NA,NA,NA,NA,0.047566803,NA
BP,GO:0045786,negative regulation of cell cycle,NA,NA,NA,NA,0.047686122,NA
BP,GO:0000122,negative regulation of transcription by RNA polymerase II,NA,NA,NA,NA,0.048021505,NA
BP,GO:0009135,purine nucleoside diphosphate metabolic process,NA,NA,NA,NA,0.048368495,NA
BP,GO:0009179,purine ribonucleoside diphosphate metabolic process,NA,NA,NA,NA,0.048368495,NA
BP,GO:0009266,response to temperature stimulus,NA,NA,NA,NA,0.048368495,NA
CC,GO:0005952,cAMP-dependent protein kinase complex,NA,NA,NA,NA,0.049880077,NA
MF,GO:0106019,"phosphatidylinositol-4,5-bisphosphate phosphatase activity",NA,NA,NA,NA,0.049919108,NA
MF,GO:0033549,MAP kinase phosphatase activity,NA,NA,NA,NA,NA,4.8e-6
MF,GO:0008138,protein tyrosine/serine/threonine phosphatase activity,NA,NA,NA,NA,NA,2.16e-5
BP,GO:0008299,isoprenoid biosynthetic process,NA,NA,NA,NA,NA,2.73e-5
CC,GO:0022626,cytosolic ribosome,NA,NA,NA,NA,NA,2.42452e-4
CC,GO:0022625,cytosolic large ribosomal subunit,NA,NA,NA,NA,NA,5.89115e-4
BP,GO:0001878,response to yeast,NA,NA,NA,NA,NA,9.8941e-4
BP,GO:0003323,type B pancreatic cell development,NA,NA,NA,NA,NA,9.8941e-4
BP,GO:0002065,columnar/cuboidal epithelial cell differentiation,NA,NA,NA,NA,NA,0.001227509
MF,GO:0016765,"transferase activity, transferring alkyl or aryl (other than methyl) groups",NA,NA,NA,NA,NA,0.001227518
BP,GO:0003309,type B pancreatic cell differentiation,NA,NA,NA,NA,NA,0.001443727
BP,GO:0002068,glandular epithelial cell development,NA,NA,NA,NA,NA,0.001449759
BP,GO:0043408,regulation of MAPK cascade,NA,NA,NA,NA,NA,0.001537854
MF,GO:0042813,Wnt receptor activity,NA,NA,NA,NA,NA,0.001602898
BP,GO:0002066,columnar/cuboidal epithelial cell development,NA,NA,NA,NA,NA,0.002050996
BP,GO:0030855,epithelial cell differentiation,NA,NA,NA,NA,NA,0.002147495
BP,GO:0002067,glandular epithelial cell differentiation,NA,NA,NA,NA,NA,0.002162293
BP,GO:0035883,enteroendocrine cell differentiation,NA,NA,NA,NA,NA,0.002162293
BP,GO:0009620,response to fungus,NA,NA,NA,NA,NA,0.002411661
BP,GO:0030162,regulation of proteolysis,NA,NA,NA,NA,NA,0.002475845
BP,GO:0050708,regulation of protein secretion,NA,NA,NA,NA,NA,0.002520991
BP,GO:0006720,isoprenoid metabolic process,NA,NA,NA,NA,NA,0.002662591
BP,GO:0000165,MAPK cascade,NA,NA,NA,NA,NA,0.003306643
CC,GO:0032476,polyprenyl diphosphate synthase complex,NA,NA,NA,NA,NA,0.003498481
BP,GO:0061687,detoxification of inorganic compound,NA,NA,NA,NA,NA,0.003648977
MF,GO:0004867,serine-type endopeptidase inhibitor activity,NA,NA,NA,NA,NA,0.003775039
MF,GO:0017147,Wnt-protein binding,NA,NA,NA,NA,NA,0.003830955
BP,GO:0001945,lymph vessel development,NA,NA,NA,NA,NA,0.004241975
BP,GO:0052547,regulation of peptidase activity,NA,NA,NA,NA,NA,0.004324916
BP,GO:0001706,endoderm formation,NA,NA,NA,NA,NA,0.00436871
BP,GO:0045861,negative regulation of proteolysis,NA,NA,NA,NA,NA,0.004550363
BP,GO:0031033,myosin filament organization,NA,NA,NA,NA,NA,0.004894703
BP,GO:0060323,head morphogenesis,NA,NA,NA,NA,NA,0.004894703
BP,GO:0060324,face development,NA,NA,NA,NA,NA,0.004894703
BP,GO:0006979,response to oxidative stress,NA,NA,NA,NA,NA,0.005339629
BP,GO:0009617,response to bacterium,NA,NA,NA,NA,NA,0.005481511
MF,GO:0033764,"steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",NA,NA,NA,NA,NA,0.005500295
BP,GO:0001704,formation of primary germ layer,NA,NA,NA,NA,NA,0.005749862
BP,GO:0071216,cellular response to biotic stimulus,NA,NA,NA,NA,NA,0.005948496
BP,GO:0090596,sensory organ morphogenesis,NA,NA,NA,NA,NA,0.006072996
BP,GO:0050796,regulation of insulin secretion,NA,NA,NA,NA,NA,0.006367025
MF,GO:2001069,glycogen binding,NA,NA,NA,NA,NA,0.006435321
BP,GO:0044092,negative regulation of molecular function,NA,NA,NA,NA,NA,0.00697765
BP,GO:0010466,negative regulation of peptidase activity,NA,NA,NA,NA,NA,0.007125238
BP,GO:0002064,epithelial cell development,NA,NA,NA,NA,NA,0.007193158
BP,GO:0030282,bone mineralization,NA,NA,NA,NA,NA,0.007209968
MF,GO:0140662,ATP-dependent protein folding chaperone,NA,NA,NA,NA,NA,0.007237903
BP,GO:0030903,notochord development,NA,NA,NA,NA,NA,0.007634723
BP,GO:0034504,protein localization to nucleus,NA,NA,NA,NA,NA,0.007738436
BP,GO:0098754,detoxification,NA,NA,NA,NA,NA,0.007985238
BP,GO:1903829,positive regulation of protein localization,NA,NA,NA,NA,NA,0.007985238
BP,GO:0002791,regulation of peptide secretion,NA,NA,NA,NA,NA,0.008075519
BP,GO:0051222,positive regulation of protein transport,NA,NA,NA,NA,NA,0.008075519
BP,GO:0090087,regulation of peptide transport,NA,NA,NA,NA,NA,0.008075519
BP,GO:0090276,regulation of peptide hormone secretion,NA,NA,NA,NA,NA,0.008075519
MF,GO:0005388,P-type calcium transporter activity,NA,NA,NA,NA,NA,0.008161377
BP,GO:0048593,camera-type eye morphogenesis,NA,NA,NA,NA,NA,0.008562014
BP,GO:0036303,lymph vessel morphogenesis,NA,NA,NA,NA,NA,0.008654129
BP,GO:0007492,endoderm development,NA,NA,NA,NA,NA,0.009016312
BP,GO:0051346,negative regulation of hydrolase activity,NA,NA,NA,NA,NA,0.00932809
BP,GO:0042462,eye photoreceptor cell development,NA,NA,NA,NA,NA,0.010294479
MF,GO:0004725,protein tyrosine phosphatase activity,NA,NA,NA,NA,NA,0.010517916
BP,GO:0031016,pancreas development,NA,NA,NA,NA,NA,0.01074163
BP,GO:0030148,sphingolipid biosynthetic process,NA,NA,NA,NA,NA,0.011213779
BP,GO:0072332,intrinsic apoptotic signaling pathway by p53 class mediator,NA,NA,NA,NA,NA,0.011427783
MF,GO:0016405,CoA-ligase activity,NA,NA,NA,NA,NA,0.01157763
BP,GO:0046549,retinal cone cell development,NA,NA,NA,NA,NA,0.012230782
BP,GO:0060837,blood vessel endothelial cell differentiation,NA,NA,NA,NA,NA,0.012230782
BP,GO:0051223,regulation of protein transport,NA,NA,NA,NA,NA,0.01299058
BP,GO:0060415,muscle tissue morphogenesis,NA,NA,NA,NA,NA,0.01299058
CC,GO:0000164,protein phosphatase type 1 complex,NA,NA,NA,NA,NA,0.014113353
BP,GO:0048644,muscle organ morphogenesis,NA,NA,NA,NA,NA,0.014683208
BP,GO:0006027,glycosaminoglycan catabolic process,NA,NA,NA,NA,NA,0.014688554
BP,GO:0046039,GTP metabolic process,NA,NA,NA,NA,NA,0.014688554
BP,GO:0071222,cellular response to lipopolysaccharide,NA,NA,NA,NA,NA,0.01609829
BP,GO:0001501,skeletal system development,NA,NA,NA,NA,NA,0.016998175
MF,GO:0004659,prenyltransferase activity,NA,NA,NA,NA,NA,0.017583263
BP,GO:0071219,cellular response to molecule of bacterial origin,NA,NA,NA,NA,NA,0.017583632
BP,GO:0015833,peptide transport,NA,NA,NA,NA,NA,0.018470544
MF,GO:0016878,acid-thiol ligase activity,NA,NA,NA,NA,NA,0.01870552
MF,GO:0031625,ubiquitin protein ligase binding,NA,NA,NA,NA,NA,0.019442398
CC,GO:0015934,large ribosomal subunit,NA,NA,NA,NA,NA,0.019850046
BP,GO:0042127,regulation of cell population proliferation,NA,NA,NA,NA,NA,0.020202839
BP,GO:0010171,body morphogenesis,NA,NA,NA,NA,NA,0.020381489
BP,GO:1904951,positive regulation of establishment of protein localization,NA,NA,NA,NA,NA,0.020381489
BP,GO:0045637,regulation of myeloid cell differentiation,NA,NA,NA,NA,NA,0.020819729
BP,GO:0097193,intrinsic apoptotic signaling pathway,NA,NA,NA,NA,NA,0.021331988
BP,GO:0032496,response to lipopolysaccharide,NA,NA,NA,NA,NA,0.021880641
BP,GO:0043086,negative regulation of catalytic activity,NA,NA,NA,NA,NA,0.022217933
BP,GO:0048596,embryonic camera-type eye morphogenesis,NA,NA,NA,NA,NA,0.022574019
MF,GO:0004866,endopeptidase inhibitor activity,NA,NA,NA,NA,NA,0.02272247
BP,GO:0060536,cartilage morphogenesis,NA,NA,NA,NA,NA,0.022811818
BP,GO:0070201,regulation of establishment of protein localization,NA,NA,NA,NA,NA,0.022811818
BP,GO:0031214,biomineral tissue development,NA,NA,NA,NA,NA,0.023383709
BP,GO:0009950,dorsal/ventral axis specification,NA,NA,NA,NA,NA,0.023619805
MF,GO:0048306,calcium-dependent protein binding,NA,NA,NA,NA,NA,0.023857704
BP,GO:0002237,response to molecule of bacterial origin,NA,NA,NA,NA,NA,0.024954504
BP,GO:0001946,lymphangiogenesis,NA,NA,NA,NA,NA,0.026363044
BP,GO:0006026,aminoglycan catabolic process,NA,NA,NA,NA,NA,0.02711964
BP,GO:0030073,insulin secretion,NA,NA,NA,NA,NA,0.02711964
BP,GO:0046883,regulation of hormone secretion,NA,NA,NA,NA,NA,0.02711964
BP,GO:0050829,defense response to Gram-negative bacterium,NA,NA,NA,NA,NA,0.02711964
BP,GO:1990798,pancreas regeneration,NA,NA,NA,NA,NA,0.02711964
BP,GO:0046467,membrane lipid biosynthetic process,NA,NA,NA,NA,NA,0.027120645
MF,GO:0044183,protein folding chaperone,NA,NA,NA,NA,NA,0.028809876
BP,GO:0040012,regulation of locomotion,NA,NA,NA,NA,NA,0.029854891
BP,GO:0003158,endothelium development,NA,NA,NA,NA,NA,0.030084
BP,GO:0015908,fatty acid transport,NA,NA,NA,NA,NA,0.030535214
MF,GO:0072341,modified amino acid binding,NA,NA,NA,NA,NA,0.030770248
BP,GO:0031294,lymphocyte costimulation,NA,NA,NA,NA,NA,0.030879988
BP,GO:0031295,T cell costimulation,NA,NA,NA,NA,NA,0.030879988
BP,GO:0042670,retinal cone cell differentiation,NA,NA,NA,NA,NA,0.030879988
BP,GO:0050830,defense response to Gram-positive bacterium,NA,NA,NA,NA,NA,0.030879988
BP,GO:0070654,sensory epithelium regeneration,NA,NA,NA,NA,NA,0.030879988
BP,GO:1990399,epithelium regeneration,NA,NA,NA,NA,NA,0.030879988
MF,GO:0061135,endopeptidase regulator activity,NA,NA,NA,NA,NA,0.030978164
MF,GO:0030247,polysaccharide binding,NA,NA,NA,NA,NA,0.031185338
BP,GO:0001503,ossification,NA,NA,NA,NA,NA,0.031257605
BP,GO:0048738,cardiac muscle tissue development,NA,NA,NA,NA,NA,0.032727493
MF,GO:0044389,ubiquitin-like protein ligase binding,NA,NA,NA,NA,NA,0.033233741
BP,GO:0006275,regulation of DNA replication,NA,NA,NA,NA,NA,0.034898966
BP,GO:0021538,epithalamus development,NA,NA,NA,NA,NA,0.034898966
BP,GO:0030513,positive regulation of BMP signaling pathway,NA,NA,NA,NA,NA,0.034898966
BP,GO:0048752,semicircular canal morphogenesis,NA,NA,NA,NA,NA,0.034898966
BP,GO:0045446,endothelial cell differentiation,NA,NA,NA,NA,NA,0.035099881
BP,GO:0030334,regulation of cell migration,NA,NA,NA,NA,NA,0.035993538
BP,GO:0045596,negative regulation of cell differentiation,NA,NA,NA,NA,NA,0.036506054
BP,GO:0031018,endocrine pancreas development,NA,NA,NA,NA,NA,0.037931749
BP,GO:0060348,bone development,NA,NA,NA,NA,NA,0.037931749
MF,GO:0030414,peptidase inhibitor activity,NA,NA,NA,NA,NA,0.03802172
BP,GO:0060042,retina morphogenesis in camera-type eye,NA,NA,NA,NA,NA,0.038757102
BP,GO:0031102,neuron projection regeneration,NA,NA,NA,NA,NA,0.039304798
