ONTOLOGY,ID,Description,pvalue_ASG_liver_AF,pvalue_ASG_liver_AR,pvalue_ASG_liver_FR,pvalue_DEG_liver_AF,pvalue_DEG_liver_AR,pvalue_DEG_liver_FR
CC,GO:0005763,mitochondrial small ribosomal subunit,NA,NA,NA,7.37e-6,0.004325961,NA
BP,GO:0000154,rRNA modification,NA,NA,NA,1.75e-5,NA,NA
BP,GO:0016042,lipid catabolic process,NA,NA,NA,1.79e-5,7.57e-11,NA
BP,GO:0015695,organic cation transport,NA,NA,NA,1.98e-5,2.5259e-4,NA
BP,GO:0030490,maturation of SSU-rRNA,NA,NA,NA,2.11e-5,NA,0.045983484
BP,GO:0006511,ubiquitin-dependent protein catabolic process,NA,NA,NA,2.7e-5,2.26059e-4,NA
CC,GO:0019773,"proteasome core complex, alpha-subunit complex",NA,NA,NA,2.89e-5,0.00623975,NA
MF,GO:0015101,organic cation transmembrane transporter activity,NA,NA,NA,3.6e-5,4.04132e-4,NA
BP,GO:0000460,maturation of 5.8S rRNA,NA,NA,NA,5.19e-5,NA,NA
BP,GO:0031123,RNA 3'-end processing,NA,NA,NA,5.29e-5,NA,NA
CC,GO:0005819,spindle,NA,NA,NA,5.65e-5,1.75e-6,NA
BP,GO:0043632,modification-dependent macromolecule catabolic process,NA,NA,NA,5.79e-5,2.22348e-4,NA
BP,GO:0019941,modification-dependent protein catabolic process,NA,NA,NA,7.64e-5,4.93318e-4,NA
CC,GO:0031966,mitochondrial membrane,NA,NA,NA,7.69e-5,1.4e-5,0.007017386
BP,GO:0031167,rRNA methylation,NA,NA,NA,8.21e-5,NA,NA
BP,GO:0006575,cellular modified amino acid metabolic process,NA,NA,NA,9.54e-5,7.85e-6,5.61405e-4
CC,GO:0005740,mitochondrial envelope,NA,NA,NA,9.55e-5,9.03e-6,0.008579329
BP,GO:0006633,fatty acid biosynthetic process,NA,NA,NA,1.09332e-4,0.012519884,0.002353672
BP,GO:0072330,monocarboxylic acid biosynthetic process,NA,NA,NA,1.20755e-4,0.002415458,0.008171129
BP,GO:0051276,chromosome organization,NA,NA,NA,1.38311e-4,1.56e-6,NA
BP,GO:0006577,amino-acid betaine metabolic process,NA,NA,NA,1.39869e-4,1.6e-5,NA
BP,GO:0015849,organic acid transport,NA,NA,NA,1.399e-4,3.03925e-4,NA
BP,GO:1902850,microtubule cytoskeleton organization involved in mitosis,NA,NA,NA,1.52616e-4,0.002816272,NA
BP,GO:0000463,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",NA,NA,NA,1.67747e-4,0.020114484,NA
MF,GO:0016810,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",NA,NA,NA,1.79653e-4,0.001114276,0.012185615
BP,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,NA,NA,NA,1.83068e-4,9.73961e-4,NA
MF,GO:0016645,"oxidoreductase activity, acting on the CH-NH group of donors",NA,NA,NA,1.85993e-4,8.10394e-4,NA
BP,GO:0046942,carboxylic acid transport,NA,NA,NA,2.02283e-4,4.75755e-4,NA
BP,GO:0016071,mRNA metabolic process,NA,NA,NA,2.25497e-4,NA,NA
BP,GO:0055088,lipid homeostasis,NA,NA,NA,2.32148e-4,9.03e-5,NA
BP,GO:0006261,DNA-templated DNA replication,NA,NA,NA,2.39676e-4,0.001678255,NA
BP,GO:0007052,mitotic spindle organization,NA,NA,NA,2.81439e-4,0.00351329,NA
BP,GO:0009451,RNA modification,NA,NA,NA,2.91802e-4,NA,NA
BP,GO:0007051,spindle organization,NA,NA,NA,2.92451e-4,6.82317e-4,NA
BP,GO:0010498,proteasomal protein catabolic process,NA,NA,NA,2.96144e-4,8.63164e-4,NA
CC,GO:0030686,90S preribosome,NA,NA,NA,3.0081e-4,NA,0.029723333
MF,GO:0016747,"acyltransferase activity, transferring groups other than amino-acyl groups",NA,NA,NA,3.36637e-4,9.16731e-4,NA
MF,GO:0016741,"transferase activity, transferring one-carbon groups",NA,NA,NA,3.63471e-4,NA,NA
CC,GO:0005764,lysosome,NA,NA,NA,3.88082e-4,NA,NA
BP,GO:1902017,regulation of cilium assembly,NA,NA,NA,4.17669e-4,0.002630924,NA
BP,GO:0015804,neutral amino acid transport,NA,NA,NA,4.29949e-4,0.00815268,NA
CC,GO:0000323,lytic vacuole,NA,NA,NA,4.34303e-4,NA,NA
CC,GO:0005657,replication fork,NA,NA,NA,4.98499e-4,NA,NA
CC,GO:0042555,MCM complex,NA,NA,NA,4.99215e-4,6.5958e-4,NA
MF,GO:0004386,helicase activity,NA,NA,NA,5.00363e-4,NA,NA
BP,GO:0000727,double-strand break repair via break-induced replication,NA,NA,NA,5.16596e-4,7.69e-5,NA
MF,GO:0140102,"catalytic activity, acting on a rRNA",NA,NA,NA,5.34795e-4,NA,NA
BP,GO:0008380,RNA splicing,NA,NA,NA,5.44838e-4,NA,NA
MF,GO:0016887,ATP hydrolysis activity,NA,NA,NA,5.64028e-4,0.043486925,NA
MF,GO:0016616,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",NA,NA,NA,6.65302e-4,3.61e-5,NA
MF,GO:0046332,SMAD binding,NA,NA,NA,6.72641e-4,NA,NA
MF,GO:0016614,"oxidoreductase activity, acting on CH-OH group of donors",NA,NA,NA,6.87325e-4,1.17e-5,0.042734131
BP,GO:0000375,"RNA splicing, via transesterification reactions",NA,NA,NA,7.24131e-4,NA,NA
BP,GO:0000377,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",NA,NA,NA,7.24131e-4,NA,NA
BP,GO:0000398,"mRNA splicing, via spliceosome",NA,NA,NA,7.24131e-4,NA,NA
MF,GO:0008168,methyltransferase activity,NA,NA,NA,7.42143e-4,NA,NA
BP,GO:0006270,DNA replication initiation,NA,NA,NA,7.4299e-4,0.005415224,NA
CC,GO:0005773,vacuole,NA,NA,NA,7.54109e-4,NA,NA
MF,GO:0008374,O-acyltransferase activity,NA,NA,NA,7.92299e-4,0.003487539,NA
CC,GO:0043596,nuclear replication fork,NA,NA,NA,8.17236e-4,0.027783298,NA
BP,GO:0006397,mRNA processing,NA,NA,NA,8.42342e-4,NA,NA
MF,GO:1990817,poly(A) RNA polymerase activity,NA,NA,NA,8.56968e-4,NA,NA
MF,GO:0070003,threonine-type peptidase activity,NA,NA,NA,8.92512e-4,1.00281e-4,NA
MF,GO:0045296,cadherin binding,NA,NA,NA,9.25575e-4,0.042582588,NA
MF,GO:0042393,histone binding,NA,NA,NA,9.42323e-4,0.005332591,NA
BP,GO:0070050,neuron cellular homeostasis,NA,NA,NA,9.51599e-4,0.044158072,NA
CC,GO:0030687,"preribosome, large subunit precursor",NA,NA,NA,9.82484e-4,0.019741855,NA
BP,GO:0032543,mitochondrial translation,NA,NA,NA,0.001010918,0.017926439,NA
CC,GO:0005681,spliceosomal complex,NA,NA,NA,0.001075772,NA,NA
MF,GO:0003697,single-stranded DNA binding,NA,NA,NA,0.001106684,0.001898503,NA
BP,GO:1901293,nucleoside phosphate biosynthetic process,NA,NA,NA,0.00113423,4.8481e-4,0.012188972
BP,GO:0000070,mitotic sister chromatid segregation,NA,NA,NA,0.001175652,2.65e-10,NA
BP,GO:0007219,Notch signaling pathway,NA,NA,NA,0.001322762,NA,NA
BP,GO:0000819,sister chromatid segregation,NA,NA,NA,0.001349063,4.29e-10,NA
BP,GO:0030261,chromosome condensation,NA,NA,NA,0.001361744,1.87e-5,NA
BP,GO:0009117,nucleotide metabolic process,NA,NA,NA,0.001390823,1.3219e-4,NA
BP,GO:0000466,"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",NA,NA,NA,0.001530935,NA,NA
BP,GO:0032392,DNA geometric change,NA,NA,NA,0.001530935,NA,NA
BP,GO:0032508,DNA duplex unwinding,NA,NA,NA,0.001530935,NA,NA
BP,GO:0033013,tetrapyrrole metabolic process,NA,NA,NA,0.001558155,NA,NA
BP,GO:0042398,cellular modified amino acid biosynthetic process,NA,NA,NA,0.001653875,6.46174e-4,0.01299058
BP,GO:0072089,stem cell proliferation,NA,NA,NA,0.001653875,6.46174e-4,NA
BP,GO:0006760,folic acid-containing compound metabolic process,NA,NA,NA,0.001719954,0.001389351,NA
MF,GO:0008649,rRNA methyltransferase activity,NA,NA,NA,0.001751193,NA,NA
BP,GO:0009437,carnitine metabolic process,NA,NA,NA,0.001831739,3.53553e-4,NA
BP,GO:0015807,L-amino acid transport,NA,NA,NA,0.001952839,0.037070193,NA
BP,GO:0000082,G1/S transition of mitotic cell cycle,NA,NA,NA,0.00197407,NA,NA
MF,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",NA,NA,NA,0.002078145,0.002897756,NA
BP,GO:0090504,epiboly,NA,NA,NA,0.002143254,0.004276827,NA
BP,GO:0015711,organic anion transport,NA,NA,NA,0.002147169,4.44465e-4,NA
BP,GO:0140014,mitotic nuclear division,NA,NA,NA,0.002174841,1.92e-7,NA
BP,GO:0007369,gastrulation,NA,NA,NA,0.002222078,0.042633301,0.005236396
MF,GO:0050997,quaternary ammonium group binding,NA,NA,NA,0.002225581,NA,NA
CC,GO:0070603,SWI/SNF superfamily-type complex,NA,NA,NA,0.00223073,0.017176336,0.006612879
BP,GO:0019725,cellular homeostasis,NA,NA,NA,0.002305053,0.020644555,NA
BP,GO:0032259,methylation,NA,NA,NA,0.002333518,NA,NA
BP,GO:0009124,nucleoside monophosphate biosynthetic process,NA,NA,NA,0.002406445,NA,NA
BP,GO:0009123,nucleoside monophosphate metabolic process,NA,NA,NA,0.00250114,0.019108065,NA
MF,GO:0043021,ribonucleoprotein complex binding,NA,NA,NA,0.002534129,NA,NA
BP,GO:0009968,negative regulation of signal transduction,NA,NA,NA,0.002535858,0.002078156,0.00211936
CC,GO:0005774,vacuolar membrane,NA,NA,NA,0.002770409,NA,NA
MF,GO:0004722,protein serine/threonine phosphatase activity,NA,NA,NA,0.002800761,NA,2.98e-6
MF,GO:0016538,cyclin-dependent protein serine/threonine kinase regulator activity,NA,NA,NA,0.002883771,0.005249737,NA
BP,GO:2000045,regulation of G1/S transition of mitotic cell cycle,NA,NA,NA,0.00290592,NA,NA
MF,GO:0008013,beta-catenin binding,NA,NA,NA,0.002911986,NA,NA
BP,GO:0006260,DNA replication,NA,NA,NA,0.002936432,0.011086208,NA
MF,GO:1990841,promoter-specific chromatin binding,NA,NA,NA,0.002967591,NA,NA
BP,GO:0140694,non-membrane-bounded organelle assembly,NA,NA,NA,0.003018244,8.15e-5,NA
BP,GO:0060030,dorsal convergence,NA,NA,NA,0.00312466,NA,NA
BP,GO:0044843,cell cycle G1/S phase transition,NA,NA,NA,0.003140446,NA,NA
MF,GO:0003688,DNA replication origin binding,NA,NA,NA,0.003166568,NA,NA
MF,GO:1901681,sulfur compound binding,NA,NA,NA,0.003169791,NA,NA
BP,GO:0009161,ribonucleoside monophosphate metabolic process,NA,NA,NA,0.003171955,NA,NA
BP,GO:0001510,RNA methylation,NA,NA,NA,0.003172339,NA,NA
MF,GO:0003724,RNA helicase activity,NA,NA,NA,0.003217252,NA,NA
MF,GO:0008186,"ATP-dependent activity, acting on RNA",NA,NA,NA,0.003217252,NA,NA
CC,GO:0009295,nucleoid,NA,NA,NA,0.003217888,NA,0.003498481
CC,GO:0042645,mitochondrial nucleoid,NA,NA,NA,0.003217888,NA,0.003498481
CC,GO:0045239,tricarboxylic acid cycle heteromeric enzyme complex,NA,NA,NA,0.003270964,NA,NA
BP,GO:0150105,protein localization to cell-cell junction,NA,NA,NA,0.003301426,NA,NA
BP,GO:0042255,ribosome assembly,NA,NA,NA,0.00332697,NA,NA
BP,GO:0030099,myeloid cell differentiation,NA,NA,NA,0.003380932,0.001518934,0.032267658
CC,GO:0005815,microtubule organizing center,NA,NA,NA,0.003436349,0.011677075,NA
BP,GO:0071425,hematopoietic stem cell proliferation,NA,NA,NA,0.003530514,4.35703e-4,NA
BP,GO:0000226,microtubule cytoskeleton organization,NA,NA,NA,0.00354953,0.002611227,NA
MF,GO:0019843,rRNA binding,NA,NA,NA,0.003568787,0.009725209,NA
MF,GO:0016627,"oxidoreductase activity, acting on the CH-CH group of donors",NA,NA,NA,0.003572767,0.001273399,NA
MF,GO:0019207,kinase regulator activity,NA,NA,NA,0.003601552,0.015463762,NA
CC,GO:0098533,ATPase dependent transmembrane transport complex,NA,NA,NA,0.00367344,0.009709928,NA
CC,GO:0000228,nuclear chromosome,NA,NA,NA,0.003679732,0.036970539,NA
CC,GO:0005765,lysosomal membrane,NA,NA,NA,0.003715689,NA,NA
CC,GO:0098852,lytic vacuole membrane,NA,NA,NA,0.003715689,NA,NA
BP,GO:0009967,positive regulation of signal transduction,NA,NA,NA,0.003857853,NA,NA
BP,GO:0009156,ribonucleoside monophosphate biosynthetic process,NA,NA,NA,0.003970112,NA,NA
BP,GO:0055113,epiboly involved in gastrulation with mouth forming second,NA,NA,NA,0.003986509,0.004409063,NA
MF,GO:0004707,MAP kinase activity,NA,NA,NA,0.004011893,NA,NA
BP,GO:0035622,intrahepatic bile duct development,NA,NA,NA,0.004238828,NA,NA
MF,GO:0016779,nucleotidyltransferase activity,NA,NA,NA,0.004256133,NA,NA
BP,GO:0030177,positive regulation of Wnt signaling pathway,NA,NA,NA,0.004495425,0.001105536,NA
BP,GO:0007586,digestion,NA,NA,NA,0.004568166,0.00606623,NA
CC,GO:0000307,cyclin-dependent protein kinase holoenzyme complex,NA,NA,NA,0.004659544,0.004934226,NA
BP,GO:0034655,nucleobase-containing compound catabolic process,NA,NA,NA,0.004711658,NA,NA
BP,GO:0005996,monosaccharide metabolic process,NA,NA,NA,0.0047631,0.002032833,0.020017418
BP,GO:0048705,skeletal system morphogenesis,NA,NA,NA,0.004788152,NA,NA
BP,GO:0048878,chemical homeostasis,NA,NA,NA,0.005156236,0.004847617,NA
BP,GO:0019318,hexose metabolic process,NA,NA,NA,0.005432543,0.001365458,0.012750765
BP,GO:0006399,tRNA metabolic process,NA,NA,NA,0.005434509,NA,NA
MF,GO:0016722,"oxidoreductase activity, acting on metal ions",NA,NA,NA,0.005460181,NA,NA
BP,GO:0019693,ribose phosphate metabolic process,NA,NA,NA,0.00555487,0.006373203,NA
CC,GO:0061695,"transferase complex, transferring phosphorus-containing groups",NA,NA,NA,0.005702203,0.015782443,NA
BP,GO:0009070,serine family amino acid biosynthetic process,NA,NA,NA,0.005713244,0.001194778,NA
BP,GO:0120305,regulation of pigmentation,NA,NA,NA,0.005713244,NA,NA
BP,GO:1902806,regulation of cell cycle G1/S phase transition,NA,NA,NA,0.005733746,NA,NA
MF,GO:0016769,"transferase activity, transferring nitrogenous groups",NA,NA,NA,0.005765496,0.002244216,NA
MF,GO:0002039,p53 binding,NA,NA,NA,0.005938088,0.049919108,NA
MF,GO:0003906,DNA-(apurinic or apyrimidinic site) endonuclease activity,NA,NA,NA,0.005938088,NA,NA
MF,GO:0008330,protein tyrosine/threonine phosphatase activity,NA,NA,NA,0.005938088,0.049919108,5.29e-7
MF,GO:0033550,MAP kinase tyrosine phosphatase activity,NA,NA,NA,0.005938088,0.049919108,5.29e-7
MF,GO:0016646,"oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor",NA,NA,NA,0.005942359,NA,NA
BP,GO:0006865,amino acid transport,NA,NA,NA,0.005947173,0.040996345,NA
BP,GO:0098813,nuclear chromosome segregation,NA,NA,NA,0.005947173,1.08e-8,NA
MF,GO:0032934,sterol binding,NA,NA,NA,0.005963443,NA,NA
BP,GO:0030111,regulation of Wnt signaling pathway,NA,NA,NA,0.0059957710000000004,0.002240042,NA
CC,GO:0031011,Ino80 complex,NA,NA,NA,0.006031172,NA,NA
BP,GO:0048545,response to steroid hormone,NA,NA,NA,0.006133026,0.006371772,0.010294479
CC,GO:0005793,endoplasmic reticulum-Golgi intermediate compartment,NA,NA,NA,0.006146919,NA,NA
BP,GO:0006879,intracellular iron ion homeostasis,NA,NA,NA,0.006153071,0.022930526,NA
BP,GO:2001251,negative regulation of chromosome organization,NA,NA,NA,0.006269747,9.59748e-4,NA
BP,GO:0043604,amide biosynthetic process,NA,NA,NA,0.006395947,0.049231763,0.001321977
BP,GO:0071396,cellular response to lipid,NA,NA,NA,0.006407551,0.002697998,0.007650425
BP,GO:0010648,negative regulation of cell communication,NA,NA,NA,0.006505522,0.004776302,0.003207697
BP,GO:0023057,negative regulation of signaling,NA,NA,NA,0.006505522,0.004776302,0.003207697
BP,GO:0006826,iron ion transport,NA,NA,NA,0.006514264,NA,NA
BP,GO:0030301,cholesterol transport,NA,NA,NA,0.006514264,0.014893992,0.009918029
BP,GO:0015918,sterol transport,NA,NA,NA,0.006521121,0.029765606,0.014698874
BP,GO:0010628,positive regulation of gene expression,NA,NA,NA,0.00657541,NA,NA
CC,GO:0022624,proteasome accessory complex,NA,NA,NA,0.006936546,NA,NA
BP,GO:0061515,myeloid cell development,NA,NA,NA,0.006977015,5.05409e-4,NA
BP,GO:0010001,glial cell differentiation,NA,NA,NA,0.007108063,NA,NA
MF,GO:0016811,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides",NA,NA,NA,0.007152364,NA,0.028765664
BP,GO:0042063,gliogenesis,NA,NA,NA,0.007210898,NA,NA
BP,GO:0015850,organic hydroxy compound transport,NA,NA,NA,0.007239856,0.002415458,NA
BP,GO:0019362,pyridine nucleotide metabolic process,NA,NA,NA,0.007239856,0.001025321,NA
BP,GO:0046496,nicotinamide nucleotide metabolic process,NA,NA,NA,0.007239856,0.001025321,NA
CC,GO:0097346,INO80-type complex,NA,NA,NA,0.007392867,NA,NA
CC,GO:0016342,catenin complex,NA,NA,NA,0.00750488,NA,NA
BP,GO:0033047,regulation of mitotic sister chromatid segregation,NA,NA,NA,0.007617743,2.32821e-4,NA
MF,GO:0015485,cholesterol binding,NA,NA,NA,0.007640537,NA,NA
BP,GO:0031101,fin regeneration,NA,NA,NA,0.007895865,0.010447464,NA
BP,GO:0072524,pyridine-containing compound metabolic process,NA,NA,NA,0.007895865,9.88383e-4,NA
BP,GO:0022411,cellular component disassembly,NA,NA,NA,0.007946612,NA,NA
CC,GO:0000315,organellar large ribosomal subunit,NA,NA,NA,0.007969838,NA,NA
CC,GO:0005762,mitochondrial large ribosomal subunit,NA,NA,NA,0.007969838,NA,NA
BP,GO:0051247,positive regulation of protein metabolic process,NA,NA,NA,0.008011291,NA,NA
BP,GO:0006360,transcription by RNA polymerase I,NA,NA,NA,0.008142647,NA,NA
BP,GO:0009112,nucleobase metabolic process,NA,NA,NA,0.008142647,0.009822578,NA
MF,GO:0004540,RNA nuclease activity,NA,NA,NA,0.008208401,NA,NA
BP,GO:0006006,glucose metabolic process,NA,NA,NA,0.008269941,9.05367e-4,0.006079121
BP,GO:0048262,determination of dorsal/ventral asymmetry,NA,NA,NA,0.008303155,NA,NA
BP,GO:0006412,translation,NA,NA,NA,0.008480164,NA,NA
BP,GO:0006338,chromatin remodeling,NA,NA,NA,0.008760551,2.89141e-4,NA
BP,GO:0036342,post-anal tail morphogenesis,NA,NA,NA,0.008972243,NA,NA
BP,GO:0048703,embryonic viscerocranium morphogenesis,NA,NA,NA,0.009032874,0.041449014,0.001141779
BP,GO:0006767,water-soluble vitamin metabolic process,NA,NA,NA,0.00909668,NA,NA
BP,GO:0009110,vitamin biosynthetic process,NA,NA,NA,0.00909668,0.010331725,NA
BP,GO:0046653,tetrahydrofolate metabolic process,NA,NA,NA,0.00909668,0.010331725,NA
BP,GO:0007098,centrosome cycle,NA,NA,NA,0.009135802,4.55746e-4,NA
BP,GO:0031099,regeneration,NA,NA,NA,0.009457166,0.00442862,2.03e-5
CC,GO:0048471,perinuclear region of cytoplasm,NA,NA,NA,0.009765407,NA,NA
BP,GO:0033993,response to lipid,NA,NA,NA,0.009822839,7.55e-5,0.001107149
CC,GO:0000922,spindle pole,NA,NA,NA,0.009932357,NA,NA
MF,GO:0070530,K63-linked polyubiquitin modification-dependent protein binding,NA,NA,NA,0.010130377,NA,NA
MF,GO:0008173,RNA methyltransferase activity,NA,NA,NA,0.010178107,NA,NA
BP,GO:0006081,cellular aldehyde metabolic process,NA,NA,NA,0.010243074,0.006642638,NA
CC,GO:0030894,replisome,NA,NA,NA,0.01028386,NA,NA
CC,GO:0043601,nuclear replisome,NA,NA,NA,0.01028386,NA,NA
CC,GO:0045240,alpha-ketoacid dehydrogenase complex,NA,NA,NA,0.01028386,0.015533854,NA
MF,GO:0017018,myosin phosphatase activity,NA,NA,NA,0.01030093,NA,1.43e-5
MF,GO:0003730,mRNA 3'-UTR binding,NA,NA,NA,0.010328293,NA,NA
BP,GO:0042632,cholesterol homeostasis,NA,NA,NA,0.010370183,NA,NA
BP,GO:0055092,sterol homeostasis,NA,NA,NA,0.010370183,NA,NA
BP,GO:0071103,DNA conformation change,NA,NA,NA,0.010370183,NA,NA
BP,GO:0031125,rRNA 3'-end processing,NA,NA,NA,0.010533559,NA,NA
BP,GO:0048070,regulation of developmental pigmentation,NA,NA,NA,0.010533559,NA,NA
BP,GO:0072014,proximal tubule development,NA,NA,NA,0.010533559,NA,NA
BP,GO:0006869,lipid transport,NA,NA,NA,0.010985792,0.036129071,0.013754818
BP,GO:0020027,hemoglobin metabolic process,NA,NA,NA,0.011150956,0.009475123,NA
BP,GO:0044786,cell cycle DNA replication,NA,NA,NA,0.011150956,3.89266e-4,NA
BP,GO:0016055,Wnt signaling pathway,NA,NA,NA,0.011272414,0.003954034,0.003982586
BP,GO:0009799,specification of symmetry,NA,NA,NA,0.01136016,NA,NA
BP,GO:0009855,determination of bilateral symmetry,NA,NA,NA,0.01136016,NA,NA
BP,GO:0045934,negative regulation of nucleobase-containing compound metabolic process,NA,NA,NA,0.011461283,0.002268653,NA
BP,GO:0009308,amine metabolic process,NA,NA,NA,0.011593716,0.013113322,4.27658e-4
CC,GO:0005874,microtubule,NA,NA,NA,0.011773494,NA,NA
MF,GO:0048029,monosaccharide binding,NA,NA,NA,0.011782706,0.007813912,NA
BP,GO:1903706,regulation of hemopoiesis,NA,NA,NA,0.012101719,NA,0.042301974
BP,GO:1903825,organic acid transmembrane transport,NA,NA,NA,0.012186543,0.014980239,NA
BP,GO:0006775,fat-soluble vitamin metabolic process,NA,NA,NA,0.012470498,4.35703e-4,NA
BP,GO:0061009,common bile duct development,NA,NA,NA,0.012470498,NA,NA
BP,GO:0006974,DNA damage response,NA,NA,NA,0.01250349,NA,NA
BP,GO:0048511,rhythmic process,NA,NA,NA,0.012817725,0.023633341,NA
BP,GO:0006457,protein folding,NA,NA,NA,0.012856044,0.010186785,NA
BP,GO:0008589,regulation of smoothened signaling pathway,NA,NA,NA,0.013079949,NA,NA
BP,GO:0072331,signal transduction by p53 class mediator,NA,NA,NA,0.013079949,NA,0.013383339
CC,GO:0090533,cation-transporting ATPase complex,NA,NA,NA,0.013097489,0.004934226,NA
BP,GO:0042074,cell migration involved in gastrulation,NA,NA,NA,0.013145815,NA,NA
MF,GO:0004869,cysteine-type endopeptidase inhibitor activity,NA,NA,NA,0.013168399,NA,NA
MF,GO:0035925,mRNA 3'-UTR AU-rich region binding,NA,NA,NA,0.013168399,NA,NA
BP,GO:0061371,determination of heart left/right asymmetry,NA,NA,NA,0.013179114,0.019013142,NA
BP,GO:0006099,tricarboxylic acid cycle,NA,NA,NA,0.013224829,0.023020164,NA
BP,GO:0009127,purine nucleoside monophosphate biosynthetic process,NA,NA,NA,0.013224829,NA,NA
BP,GO:0009168,purine ribonucleoside monophosphate biosynthetic process,NA,NA,NA,0.013224829,NA,NA
BP,GO:0030225,macrophage differentiation,NA,NA,NA,0.013224829,NA,NA
CC,GO:0015935,small ribosomal subunit,NA,NA,NA,0.013344035,NA,0.035551244
BP,GO:0007259,cell surface receptor signaling pathway via JAK-STAT,NA,NA,NA,0.013413087,NA,NA
BP,GO:0071897,DNA biosynthetic process,NA,NA,NA,0.013413087,NA,NA
BP,GO:0097696,cell surface receptor signaling pathway via STAT,NA,NA,NA,0.013413087,NA,NA
BP,GO:0170041,non-proteinogenic amino acid metabolic process,NA,NA,NA,0.013413087,NA,NA
BP,GO:2000736,regulation of stem cell differentiation,NA,NA,NA,0.013413087,NA,0.039304798
BP,GO:0006778,porphyrin-containing compound metabolic process,NA,NA,NA,0.013561293,NA,NA
MF,GO:0016879,"ligase activity, forming carbon-nitrogen bonds",NA,NA,NA,0.01370221,NA,0.028809876
BP,GO:0007094,mitotic spindle assembly checkpoint signaling,NA,NA,NA,0.013741584,5.25682e-4,NA
BP,GO:0022616,DNA strand elongation,NA,NA,NA,0.013741584,NA,NA
BP,GO:0031577,spindle checkpoint signaling,NA,NA,NA,0.013741584,5.25682e-4,NA
BP,GO:0033046,negative regulation of sister chromatid segregation,NA,NA,NA,0.013741584,5.25682e-4,NA
BP,GO:0033048,negative regulation of mitotic sister chromatid segregation,NA,NA,NA,0.013741584,5.25682e-4,NA
BP,GO:0045841,negative regulation of mitotic metaphase/anaphase transition,NA,NA,NA,0.013741584,5.25682e-4,NA
BP,GO:0071173,spindle assembly checkpoint signaling,NA,NA,NA,0.013741584,5.25682e-4,NA
BP,GO:0071174,mitotic spindle checkpoint signaling,NA,NA,NA,0.013741584,5.25682e-4,NA
BP,GO:2000816,negative regulation of mitotic sister chromatid separation,NA,NA,NA,0.013741584,5.25682e-4,NA
BP,GO:0009259,ribonucleotide metabolic process,NA,NA,NA,0.01376858,0.006983245,NA
MF,GO:0016407,acetyltransferase activity,NA,NA,NA,0.013910489,NA,NA
MF,GO:0005539,glycosaminoglycan binding,NA,NA,NA,0.014048388,NA,NA
CC,GO:0019005,SCF ubiquitin ligase complex,NA,NA,NA,0.014056991,0.049304277,NA
BP,GO:0010876,lipid localization,NA,NA,NA,0.014074244,0.022784548,0.024087236
BP,GO:0044772,mitotic cell cycle phase transition,NA,NA,NA,0.014255305,0.017790202,NA
MF,GO:0004518,nuclease activity,NA,NA,NA,0.014493961,NA,NA
BP,GO:0005975,carbohydrate metabolic process,NA,NA,NA,0.014904691,0.004806326,NA
MF,GO:0015215,nucleotide transmembrane transporter activity,NA,NA,NA,0.015049125,0.012641505,NA
MF,GO:0030515,snoRNA binding,NA,NA,NA,0.015049125,NA,0.003839698
BP,GO:0044770,cell cycle phase transition,NA,NA,NA,0.015670299,0.007055664,NA
BP,GO:0031124,mRNA 3'-end processing,NA,NA,NA,0.015759042,NA,NA
BP,GO:0051156,glucose 6-phosphate metabolic process,NA,NA,NA,0.015759042,0.044158072,0.003787405
BP,GO:0071229,cellular response to acid chemical,NA,NA,NA,0.015759042,NA,NA
BP,GO:0071230,cellular response to amino acid stimulus,NA,NA,NA,0.015759042,NA,NA
MF,GO:0000774,adenyl-nucleotide exchange factor activity,NA,NA,NA,0.01605992,0.022505049,0.008161377
MF,GO:0060590,ATPase regulator activity,NA,NA,NA,0.016199397,0.001938331,NA
CC,GO:0005689,U12-type spliceosomal complex,NA,NA,NA,0.016294913,NA,NA
MF,GO:0016830,carbon-carbon lyase activity,NA,NA,NA,0.016514907,0.021633982,NA
BP,GO:0051253,negative regulation of RNA metabolic process,NA,NA,NA,0.016528457,0.003258727,NA
BP,GO:0006415,translational termination,NA,NA,NA,0.01667712,NA,NA
BP,GO:0038066,p38MAPK cascade,NA,NA,NA,0.01667712,NA,NA
BP,GO:0061842,microtubule organizing center localization,NA,NA,NA,0.01667712,6.76369e-4,NA
BP,GO:1902969,mitotic DNA replication,NA,NA,NA,0.01667712,0.004506754,NA
MF,GO:0016874,ligase activity,NA,NA,NA,0.017013803,NA,0.002762669
BP,GO:0140115,export across plasma membrane,NA,NA,NA,0.017191827,0.046910601,NA
